"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61bc5d671d6c755205578ceb","2","7","17","43","Hòa Vang","Hòa Tiến","Lệ Sơn2","","","02","","","20","6","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","3750000","450000000"
"61bc5d671d6c755205578cec","2","7","17","49","Lâm Hà","Phúc Thọ","Thôn Phúc Hưng","","","","","","60","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","1670000","1200000000"
"61bc5d671d6c755205578ced","2","7","17","14","Quảng Yên","Tiền An","Thôn chùa","","","Tien An","","","30","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","6560000","6200000000"
"61bc5d671d6c755205578cee","2","7","17","61","Thuận An","Vĩnh Phú","Đường Vĩnh Phú 30","","","","","","25","8","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","26000000","5200000000"
"61bc5d671d6c755205578cef","2","4","9","61","Thuận An","Bình Chuẩn","Đường Bình Chuẩn 30","","","","","","20","5","150","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","24500000","2450000000"
"61bc5d671d6c755205578cf0","2","4","8","69","Cà Mau","5","Đường Nguyễn Du","","","","","","30","35","105","","","7","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","39050000","4100000000"
"61bc5d671d6c755205578cf1","2","4","9","47","Buôn Ma Thuột","Cư ÊBur","Đường Y Moan","","","","","","19.7","5","99","","","2","","","","","3","2","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","20710000","2050000000"
"61bc5d671d6c755205578cf2","2","7","16","65","Bình Thuỷ","Bình Thủy","Cần Thơ","","","","","","21","4.5","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","22110000","2100000000"
"61bc5d671d6c755205578cf3","2","7","17","67","Tri Tôn","Châu Lăng","Cách Tỉnh Lộ 955B 20m","","","","","","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","1880000","150000000"
"61bc5d671d6c755205578cf4","2","7","17","62","Đức Hòa","Đức Hòa","Cầu Sáng","","","","","","18","5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","7070000","700000000"
"61bc5d671d6c755205578cf5","2","4","9","29","Hà Đông","Phú La","Đường Văn Phú","","","","","","17","6","100","","","","","","","","3","3","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","53800000","5380000000"
"61bc5d671d6c755205578cf6","2","7","17","62","Cần Giuộc","Mỹ Lộc","Đường Năm Ngói","","","","","","19.6","5.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","77270000","8500000000"
"61bc5d671d6c755205578cf7","2","4","9","61","Dĩ An","Tân Đông Hiệp","Đường Vũng Việt","","","","","","14","5","58","","","8","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","38520000","2350000000"
"61bc5d671d6c755205578cf8","2","4","9","61","Tân Uyên","Tân Phước Khánh","Đường Tân Phước Khánh 41","","","","","","11","4","88","","","","","","","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","19320000","850000000"
"61bc5d671d6c755205578cf9","2","4","9","62","Đức Hòa","Mỹ Hạnh Nam","Đường Ấp Rừng Dầu","","","","","","8","4","64","","","","","","","","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","15630000","500000000"
"61bc5d671d6c755205578cfa","2","7","17","65","Thốt Nốt","Thuận An","lộ nông thôn","","","","","","26","5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","4230000","550000000"
"61bc5d671d6c755205578cfb","2","7","16","43","Ngũ Hành Sơn","Hoà Hải","Đường Nam Kỳ Khởi Nghĩa","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","9000000","900000000"
"61bc5d671d6c755205578cfc","2","7","16","36","Hoằng Hóa","Hoằng Thanh","HH24","","lk1-09","MB15","","","20","6","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","9580000","1150000000"
"61bc5d671d6c755205578cfd","2","4","9","43","Hải Châu","Hòa Thuận Đông","Đường Trưng Nữ Vương","","","","","","13","5","126","","","7","","","","","3","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","57460000","3850000000"
"61bc5d671d6c755205578cfe","2","7","17","43","Sơn Trà","An Hải Bắc","Đường Ngô Quyền","","","","","","15.5","4","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","41940000","2600000000"
"61bc5d671d6c755205578cff","2","7","17","49","Đạ Huoai","Ma Đa Guôi","Đường Quốc Lộ 20","","","","","","43","43","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","3100000","5730000000"
"61bc5d671d6c755205578d00","2","7","17","62","Đức Hòa","Đức Hòa Hạ","Đường Tỉnh Lộ 10","","","Đường số 8","","","26","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","15380000","2000000000"
"61bc5d671d6c755205578d01","2","4","8","86","Hàm Tân","Tân Minh","Nguyễn Thông","","","","","","60","60","3600","","","2","","","","","3","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","2360000","8500000000"
"61bc5d671d6c755205578d02","2","7","17","39","Trảng Bom","Bình Minh","Đường Võ Nguyên Giáp","","","","","","29.5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","8450000","1250000000"
"61bc5d671d6c755205578d03","2","7","17","37","Nghĩa Đàn","Nghĩa Đàn","Thị Trấn","","","Thị Trấn Nghĩa Đàn","","","26","7.9","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","7070000","1450000000"
"61bc5d681d6c755205578d04","2","7","17","61","Phú Giáo","Phước Hoà","Đường ĐT 741","","","","","","20","5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","7500000","750000000"
"61bc5d681d6c755205578d05","2","7","17","29","Mỹ Đức","Đồng Tâm","Đường Liên Xã","","","","","","20","4.5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","10000000","900000000"
"61bc5d681d6c755205578d06","2","7","17","47","Buôn Ma Thuột","Tân Lợi","Đường Giải Phóng","","","","","","23","5","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","15300000","1530000000"
"61bc5d681d6c755205578d07","2","7","17","70","Tân Châu","Suối Ngô","DT795","","","","","","40","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","1350000","350000000"
"61bc5d681d6c755205578d08","2","7","17","61","Tân Uyên","Uyên Hưng","Đường DT 746A","","","","","","25","6","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","10880000","1600000000"
"61bc5d681d6c755205578d09","2","4","9","61","Dĩ An","Tân Bình","Đường Huỳnh Thị Tươi","","","","","","10","7","105","","","","","","","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","15710000","1100000000"
"61bc5d681d6c755205578d0a","2","4","9","61","Tân Uyên","Tân Phước Khánh","Đường Bình Chuẩn 10","","","","","","14","4","56","","","","","","","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","169640000","9500000000"
"61bc5d681d6c755205578d0b","2","7","17","65","Phong Điền","Mỹ Khánh","Đường Số 1","","","","","","21","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","20160000","3850000000"
"61bc5d681d6c755205578d0c","2","7","17","61","Thủ Dầu Một","Hiệp Thành","Đường Phạm Ngọc Thạch","","","","","","25","6","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","25000000","3750000000"
"61bc5d681d6c755205578d0d","2","4","8","39","Định Quán","Phú Ngọc","Đường Quốc Lộ 20","","","","","","100","10","2300","","","","","","","","2","1","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","1240000","2850000000"
"61bc5d681d6c755205578d0e","2","4","8","63","Mỹ Tho","Trung An","Phùng Há","","","","","","20","5","100","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","27000000","2700000000"
"61bc5d681d6c755205578d0f","2","7","17","47","Buôn Ma Thuột","Tự An","Đường Trần Quý Cáp","","","","","","25","5","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","29920000","3680000000"
"61bc5d681d6c755205578d10","2","7","15","86","La Gi","Tân Tiến","Đường Hùng Vương","","","","","","95","26.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","8600000","21200000000"
"61bc5d681d6c755205578d11","2","7","17","88","Tam Dương","Hướng Đạo","309","","","","","","24","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","7520000","1000000000"
"61bc5d681d6c755205578d12","2","4","8","29","Thanh Xuân","Nhân Chính","Đường Nhân Hòa","","","","","","10","5","50","","","","","","","","4","","4","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","160000000","8000000000"
"61bc5d681d6c755205578d13","2","4","9","29","Hà Đông","Dương Nội","Đường La Nội","","","","","","10","3.5","35","","","2","","","","","4","4","3","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","48330000","2900000000"
"61bc5d681d6c755205578d14","2","7","15","48","Đắk R'Lấp","Đạo Nghĩa","quãng thành","","","","","","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","2000000000","2000000000"
"61bc5d681d6c755205578d15","2","7","17","49","Đức Trọng","Hiệp Thạnh","Tịnh độ","","","","","","76","50","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","5630000","14500000000"
"61bc5d681d6c755205578d16","2","7","17","62","Đức Hòa","Hựu Thạnh","Đường N2","","","","","","73","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","9230000","12000000000"
"61bc5d681d6c755205578d17","2","7","15","48","Đắk R'Lấp","Nghĩa Thắng","quãng trung","","","","","","200","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","1700000000","1700000000"
"61bc5d681d6c755205578d18","2","7","15","62","Tân An","Hướng Thọ Phú","Đường ĐT 833","","","","","","25","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","2960000","370000000"
"61bc5d681d6c755205578d19","2","7","17","39","Long Thành","Long An","Đường Bưng Môn","","","","","","13","19","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","27780000","5500000000"
"61bc5d681d6c755205578d1a","2","4","9","29","Hai Bà Trưng","Quỳnh Lôi","đường chùa quỳnh","","","","","","5","5","80","","","","","","","","2","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","91670000","2200000000"
"61bc5d681d6c755205578d1b","2","7","17","68","Rạch Giá","Vĩnh Quang","Đường Võ Trường Toản","","","","","","20.5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","6440000","650000000"
"61bc5d681d6c755205578d1c","2","4","9","29","Thanh Xuân","Thanh Xuân Bắc","Đường Quan Nhân","","","","","","12.5","4","55","","","6","","","","","5","5","5","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","79000000","3950000000"
"61bc5d681d6c755205578d1d","2","4","8","86","Hàm Tân","Sông Phan","Đường Quốc Lộ 55","","","","","","20","12","209","","","5","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","6220000","1300000000"
"61bc5d681d6c755205578d1e","2","7","17","39","Long Thành","Tam An","Đường Quốc Lộ 51","","","","","","36","5","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","11240000","2000000000"
"61bc5d681d6c755205578d1f","2","7","17","39","Biên Hòa","Trảng Dài","Chưa Có","","","","","","26","5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","10000000","1300000000"
"61bc5d681d6c755205578d20","2","7","17","62","Cần Giuộc","Mỹ Lộc","Lộc Hậu","","","","","","19.5","4.5","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","9090000","800000000"
"61bc5d681d6c755205578d21","2","4","","47","Buôn Ma Thuột","Ea Tam","Đường Y Wang","","","","","","82","22","300","","","6","","","","","4","","1","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","4120000","7000000000"
"61bc5d681d6c755205578d22","2","4","8","15","Hải An","Đằng Hải","đăng hai","","","","","","12","4","200","","","3","","","","","4","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","64580000","3100000000"
"61bc5d681d6c755205578d23","2","4","9","61","Bến Cát","An Tây","Dh 609","","","","","","16","10","178","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","9830000","1750000000"
"61bc5d681d6c755205578d24","2","4","8","29","Thanh Xuân","Nhân Chính","Đường Quan Nhân","","","","","","17","4","75","","","","","","","","10","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","160000000","12000000000"
"61bc5d681d6c755205578d25","2","7","16","43","Cẩm Lệ","Hòa Xuân","Nguyễn Sắc Kim","","115","B1.8","","","17.5","5","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","36780000","3200000000"
"61bc5d681d6c755205578d26","2","7","17","86","Phan Thiết","Phú Thủy","Đường Thủ Khoa Huân","","","","","","25","8.5","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","16360000","3500000000"
"61bc5d681d6c755205578d27","2","4","9","29","Hoàng Mai","Thịnh Liệt","Đường Giáp Nhị","","","","","","16","3.9","50","","","8","","","","","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","103000000","5150000000"
"61bc5d681d6c755205578d28","2","4","9","29","Bắc Từ Liêm","Minh Khai","Đường Văn Trì","","","","","","9.375","3.2","150","","","","","","","","3","5","4","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","86670000","2600000000"
"61bc5d681d6c755205578d29","2","7","17","47","Thị Xã Buôn Hồ","Cư Bao","Đường Quốc lộ 14","","","","","","30","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","1000000","150000000"
"61bc5d681d6c755205578d2a","2","4","8","43","Liên Chiểu","Hòa Minh","Tô Hiệu","","","","","","15","5","216","","","7","","","","","4","","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","77780000","5600000000"
"61bc5d681d6c755205578d2b","2","7","17","61","Thủ Dầu Một","Định Hoà","ĐX065","","","","","","28","9","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","12750000","3250000000"
"61bc5d681d6c755205578d2c","2","7","17","61","Thủ Dầu Một","Tân An","Huỳnh Thị Hiếu nhựa thông 6,5m","","","","","","48","6.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","12800000","3700000000"
"61bc5d681d6c755205578d2d","2","4","8","61","Thủ Dầu Một","Tương Bình Hiệp","nhựa 6,5m","","","","","","18","6","115","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","28610000","3290000000"
"61bc5d681d6c755205578d2e","2","4","9","39","Trảng Bom","Bình Minh","bình minh","","","","","","23","3.5","80","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","11880000","950000000"
"61bc5d681d6c755205578d2f","2","7","17","62","Tân An","5","Đường Số 10","","","","","","17.38","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","16930000","1168000000"
"61bc5d681d6c755205578d30","2","7","17","62","Cần Giuộc","Mỹ Lộc","ĐƯỜNG 835 VÀO 100M ĐƯỜNG CỘNG ĐỒNG LỘC TRUNG","","","","","","19.7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","6190000","600000000"
"61bc5d681d6c755205578d31","2","4","9","17","Thái Bình","Tiền Phong","Đường Bùi Sỹ Tiêm","","","","","","15.6","4.5","286","","","6","","","","","3","25","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","42250000","3000000000"
"61bc5d681d6c755205578d32","2","7","17","39","Nhơn Trạch","Phước An","Hùng Vương","","","","","","29.25","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","7900000","3200000000"
"61bc5d681d6c755205578d33","2","7","15","39","Long Thành","Bình An","xã an viễn","","","","","","40","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","3870000","8000000000"
"61bc5d681d6c755205578d34","2","7","17","61","Bàu Bàng","Long Nguyên","Long Nguyên 20","","","","","","30","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","6170000","1850000000"
"61bc5d681d6c755205578d35","2","4","8","43","Liên Chiểu","Hòa Hiệp Nam","Đường Kim Liên 2","","","","","","20","5","100","","","6","","","","","4","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","29000000","2900000000"
"61bc5d681d6c755205578d36","2","4","8","70","Tây Ninh","4","Đường Lạc Long Quân","","","","","","27","6","160","","","2","","","","","2","","1","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","17500000","2800000000"
"61bc5d681d6c755205578d37","2","7","16","89","Mỹ Hào","Dương Quang","Nguyễn Bình","","","","","","14","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","19290000","1350000000"
"61bc5d681d6c755205578d38","2","7","17","39","Trảng Bom","Bắc Sơn","Đường 767","","","","","","29","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","8280000","1200000000"
"61bc5d681d6c755205578d39","2","7","17","65","Bình Thuỷ","Long Tuyền","Đường Nguyễn Văn Trường","","","","","","13","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","6730000","350000000"
"61bc5d681d6c755205578d3a","2","4","9","29","Long Biên","Bồ Đề","Đường Nguyễn Văn Cừ","","","","","","16.6","4.5","75","","","","","","","","4","3","5","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","120000000","9000000000"
"61bc5d681d6c755205578d3b","2","4","9","29","Hoàng Mai","Lĩnh Nam","Đường Lĩnh Nam","","","","","","9","5","40","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","3","","82500000","3300000000"
"61bc5d681d6c755205578d3c","2","7","15","39","Trảng Bom","Trung Hoà","Đường Đông Hòa 1","","","","","","100","10","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","1550000","1550000000"
"61bc5d691d6c755205578d3d","2","4","9","94","Bạc Liêu","2","Đường Cao Văn Lầu","","","","","","10","4","40","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","3","","20000000","800000000"
"61bc5d691d6c755205578d3e","2","7","17","29","Đan Phượng","Phùng","Phố Thuỵ Ứng","","","","","","12","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","36170000","1700000000"
"61bc5d691d6c755205578d3f","2","4","9","61","Thủ Dầu Một","Hiệp An","bê tông 5m","","","","","","17","5.5","95","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","24210000","2300000000"
"61bc5d691d6c755205578d40","2","7","17","61","Thuận An","Thuận Giao","Đường D1","","","","","","20","5","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","57000000","5700000000"
"61bc5d691d6c755205578d41","2","4","8","65","Cái Răng","Hưng Thạnh","Đường Võ Nguyên Giáp","","","","","","18","5","180","","","3","","","","","3","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","63330000","5700000000"
"61bc5d691d6c755205578d42","2","4","9","29","Cầu Giấy","Yên Hoà","Yên Hoà","","","","","","13.4","5","67","","","","","","","","6","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","82090000","5500000000"
"61bc5d691d6c755205578d43","2","4","9","39","Biên Hòa","Trảng Dài","Đường Bùi Trọng Nghĩa","","","","","","25","7","203","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","18230000","3700000000"
"61bc5d691d6c755205578d44","2","4","9","29","Thanh Xuân","Kim Giang","Đường Kim Giang","","","","","","7","4.5","30","","","6","","","","","3","5","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","3","","126670000","3800000000"
"61bc5d691d6c755205578d45","2","7","17","61","Thủ Dầu Một","Tân An","Đường Huỳnh Thị Hiếu","","","","","","21","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","12140000","1250000000"
"61bc5d691d6c755205578d46","2","4","8","39","Biên Hòa","Trảng Dài","Đường Đồng Khởi","","","","","","27","6.21","150","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","60610000","10000000000"
"61bc5d691d6c755205578d47","2","4","9","61","Thủ Dầu Một","Phú Lợi","Nhánh Nguyễn Bình","","","","","","19.4","4","130","","","2","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","34620000","2700000000"
"61bc5d691d6c755205578d48","2","7","17","43","Ngũ Hành Sơn","Mỹ An","Mai Thúc Lân","","","","","","22.6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","3","","116060000","15900000000"
"61bc5d691d6c755205578d49","2","4","9","29","Hoàng Mai","Hoàng Liệt","Đường Bằng Liệt","","","","","","10","3.6","36","","","","","","","","4","4","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","79170000","2850000000"
"61bc5d691d6c755205578d4a","2","7","15","39","Long Thành","Long Phước","long phước","","","","","","122","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","3500000","9800000000"
"61bc5d691d6c755205578d4b","2","4","8","39","Biên Hòa","Hố Nai","Đường Nguyễn Ái Quốc","","","","","","24","5","120","","","","","","","","2","","1","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","34170000","4100000000"
"61bc5d691d6c755205578d4c","2","4","8","65","Bình Thuỷ","Long Hòa","Đường Quốc lộ 91B","","","","","","14","5","70","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","29290000","2050000000"
"61bc5d691d6c755205578d4d","2","7","17","61","Bến Cát","Chánh Phú Hòa","Đường ĐT 741","","","","","","27","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","18070000","4500000000"
"61bc5d691d6c755205578d4e","2","7","17","39","Long Khánh","Bảo Vinh","Đường Duy Tân","","","","","","30","27","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","5420000","4500000000"
"61bc5d691d6c755205578d4f","2","4","8","71","Ba Tri","Ba Tri","Nguyễn Trãi","","","","","","33","3","180","","","2","","","","","3","1","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","28890000","5200000000"
"61bc5d691d6c755205578d50","2","4","9","61","Thủ Dầu Một","Tân An","3,5m","","","","","","25","4.7","120","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","19170000","2300000000"
"61bc5d691d6c755205578d51","2","7","17","65","Bình Thuỷ","Thới An Đông","khu vực Thới thuận","","","","","","26","11","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","4500000","1270000000"
"61bc5d691d6c755205578d52","2","7","17","61","Thuận An","Bình Nhâm","Đường Bình Nhâm 23","","","","","","40","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","3","","14490000","7000000000"
"61bc5d691d6c755205578d53","2","7","17","29","Hà Đông","Hà Cầu","Đường Hà Trì","","","","","","12","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","75000000","4800000000"
"61bc5d691d6c755205578d54","2","7","17","17","Kiến Xương","Nam Bình","Chợ CHIỀU","","02","DC2","","","14","6.8","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","4780000","430000000"
"61bc5d691d6c755205578d55","2","4","9","62","Cần Đước","Tân Ân","Lê Hồng Phong","","","","","","22.1","6.9","151","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","9600000","1450000000"
"61bc5d691d6c755205578d56","2","7","17","65","Bình Thuỷ","Bình Thủy","Đặng Văn Dầy","","","","","","19.3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","28240000","5450000000"
"61bc5d691d6c755205578d57","2","7","17","43","Cẩm Lệ","Hòa Xuân","Bùi Thiện Ngộ","","","","","","20","5","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","34000000","3400000000"
"61bc5d691d6c755205578d58","2","4","9","29","Đống Đa","Láng Hạ","Đường Thái Hà","","","","","","13","3.3","160","","","","","","","","4","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","141670000","6800000000"
